learner_id,course_id,platform,enrollment_date,completion_status,assessment_score,feedback_score,time_spent_hours,video_completion_rate,interaction_count,anomaly_flag,course_quality_label,avg_completion_rate,avg_assessment_score,is_high_feedback,engagement_score
L0930,C042,Udemy,6/4/2022,1,68.9,5.0,11.4,0.72,8.0,0,1,0.547169811,38.61698113,1,5.76
L0931,C019,,4/24/2022,1,87.0,1.3,0.0,0.83,14.0,0,0,0.735849057,50.50754717,0,11.62
L0932,C053,edX,5/21/2022,1,54.9,1.6,1.8,,20.0,0,0,0.694915254,50.12542373,0,15.8
L0933,C008,FutureLearn,10/30/2022,1,55.4,2.3,1.2,0.96,11.0,0,0,0.645833333,46.42708333,0,10.56
L0934,C095,Udemy,11/17/2022,1,85.0,2.8,45.4,0.72,9.0,0,0,0.679245283,48.90754717,0,6.48
L0935,C087,Skillshare,10/12/2022,1,56.5,2.3,13.1,0.96,16.0,0,0,0.693877551,49.60204082,0,15.36
L0936,C064,Coursera,6/26/2022,1,89.1,2.2,5.1,0.8,10.0,0,0,0.770833333,56.29791667,0,8.0
L0937,C083,Skillshare,9/26/2022,1,73.0,2.3,1.0,0.86,3.0,0,0,0.775862069,53.65344828,0,2.58
L0938,C041,Skillshare,7/29/2022,0,0.0,0.0,1.7,0.22,3.0,0,0,0.716981132,51.24150943,0,0.66
L0939,C020,edX,7/12/2022,1,53.6,1.9,27.0,0.96,12.0,0,0,0.760869565,53.55434783,0,11.52
L0940,C024,FutureLearn,8/31/2022,1,69.0,4.9,33.7,0.76,13.0,0,1,0.659090909,44.51818182,1,9.88
L0941,C031,Udemy,6/3/2022,0,0.0,0.0,2.2,0.2,1.0,0,0,0.636363636,44.01636364,0,0.2
L0942,C091,Udemy,8/26/2022,1,64.0,3.5,1.7,0.99,15.0,0,1,0.625,43.06458333,0,14.85
L0943,C008,FutureLearn,7/31/2022,0,0.0,0.0,0.7,0.45,1.0,0,0,0.645833333,46.42708333,0,0.45
L0944,C054,FutureLearn,9/29/2022,1,54.5,3.4,0.7,0.77,13.0,0,0,0.541666667,38.03958333,0,10.01
L0945,C018,Skillshare,5/5/2022,1,48.8,4.6,10.0,0.72,8.0,0,0,0.793103448,54.27413793,1,5.76
L0946,C033,Udemy,6/19/2022,0,0.0,0.0,1.9,0.48,1.0,0,0,0.631578947,42.81842105,0,0.48
L0947,C083,Coursera,8/19/2022,1,82.0,2.4,19.4,0.83,7.0,0,0,0.775862069,53.65344828,0,5.81
L0948,C048,Coursera,10/2/2022,1,83.2,1.8,3.9,0.84,16.0,0,0,0.642857143,45.46190476,0,13.44
L0949,C093,Udemy,1/27/2022,0,0.0,0.0,1.4,0.07,4.0,0,0,0.660714286,42.91785714,0,0.28
L0950,C035,Skillshare,12/11/2022,1,58.4,4.6,16.4,0.7,8.0,0,0,0.822222222,56.22888889,1,5.6
L0951,C078,FutureLearn,1/21/2022,0,0.0,0.0,1.0,0.02,2.0,0,0,0.738095238,51.98809524,0,0.04
L0952,C010,Udemy,10/28/2022,0,0.0,0.0,2.5,0.43,3.0,0,0,0.789473684,54.9,0,1.29
L0953,C093,FutureLearn,4/22/2022,0,0.0,0.0,1.2,0.09,,0,0,0.660714286,42.91785714,0,0.27
L0954,C062,Udemy,6/20/2022,1,100.0,1.2,5.2,0.89,12.0,0,0,0.648148148,44.63333333,0,10.68
L0955,C039,Coursera,4/19/2022,1,87.1,1.4,5.6,0.74,17.0,0,0,0.659574468,48.54468085,0,12.58
L0956,C025,Coursera,9/3/2022,1,69.8,2.2,16.7,0.96,12.0,0,0,0.578947368,40.70789474,0,11.52
L0957,C032,FutureLearn,12/27/2022,1,93.8,4.1,1.5,0.77,14.0,0,1,0.612244898,43.57755102,1,10.78
L0958,C027,Skillshare,5/3/2022,1,30.7,1.0,17.1,0.81,10.0,1,0,0.692307692,48.725,0,8.1
L0959,C071,edX,5/25/2022,1,50.6,4.8,7.6,0.82,17.0,0,0,0.724137931,50.45172414,1,13.94
L0960,C049,Skillshare,10/1/2022,0,0.0,0.0,0.8,0.42,2.0,0,0,0.717391304,51.05434783,0,0.84
L0961,C084,edX,6/7/2022,0,0.0,0.0,2.0,0.03,2.0,0,0,0.636363636,41.80909091,0,0.06
L0962,C034,edX,9/20/2022,1,77.7,1.2,2.2,0.86,14.0,0,0,0.745098039,50.31960784,0,12.04
L0963,C064,Skillshare,2/20/2022,1,79.3,2.9,1.7,0.71,17.0,0,0,0.770833333,56.29791667,0,12.07
L0964,C093,Skillshare,6/13/2022,0,0.0,0.0,0.7,0.46,,0,0,0.660714286,42.91785714,0,1.38
L0965,C027,edX,6/10/2022,1,77.6,2.4,4.7,,7.0,0,0,0.692307692,48.725,0,6.02
L0966,C053,Coursera,10/16/2022,1,79.4,2.1,2.1,0.85,14.0,0,0,0.694915254,50.12542373,0,11.9
L0967,C029,Udemy,1/9/2022,0,0.0,0.0,1.4,0.37,5.0,0,0,0.619047619,43.39761905,0,1.85
L0968,C034,FutureLearn,10/27/2022,0,0.0,0.0,3.0,0.19,1.0,0,0,0.745098039,50.31960784,0,0.19
L0969,C075,Skillshare,6/1/2022,0,0.0,0.0,2.0,0.29,2.0,0,0,0.613636364,43.90454545,0,0.58
L0970,C020,Udemy,6/18/2022,1,100.0,4.1,5.0,,9.0,0,1,0.760869565,53.55434783,1,8.01
L0971,C030,Skillshare,10/19/2022,0,0.0,0.0,1.0,0.24,4.0,0,0,0.714285714,49.2877551,0,0.96
L0972,C032,Skillshare,10/9/2022,0,0.0,0.0,2.5,0.12,6.0,0,0,0.612244898,43.57755102,0,0.72
L0973,C084,edX,5/12/2022,1,77.0,1.1,6.9,0.75,7.0,0,0,0.636363636,41.80909091,0,5.25
L0974,C098,Skillshare,11/25/2022,1,60.0,3.0,2.0,0.87,11.0,0,0,0.795454545,56.28409091,0,9.57
L0975,C095,Skillshare,8/24/2022,1,72.9,2.3,14.5,0.83,10.0,0,0,0.679245283,48.90754717,0,8.3
L0976,C022,edX,3/28/2022,0,0.0,0.0,2.1,0.31,1.0,0,0,0.612903226,41.62419355,0,0.31
L0977,C018,FutureLearn,9/8/2022,0,0.0,0.0,2.8,0.34,0.0,0,0,0.793103448,54.27413793,0,0.0
L0978,C024,FutureLearn,11/25/2022,1,87.4,1.2,2.7,0.97,8.0,0,0,0.659090909,44.51818182,0,7.76
L0979,C008,FutureLearn,1/18/2022,0,0.0,0.0,1.1,0.44,3.0,0,0,0.645833333,46.42708333,0,1.32
L0980,C010,Coursera,1/4/2022,0,0.0,0.0,1.8,0.45,1.0,0,0,0.789473684,54.9,0,0.45
L0981,C053,Udemy,11/19/2022,1,74.8,3.3,23.8,0.74,,0,1,0.694915254,50.12542373,0,7.4
L0982,C030,Coursera,12/29/2022,1,58.4,2.1,3.9,0.98,8.0,0,0,0.714285714,49.2877551,0,7.84
L0983,C020,Coursera,4/22/2022,1,69.5,1.6,6.7,0.92,14.0,0,0,0.760869565,53.55434783,0,12.88
L0984,C065,Skillshare,7/11/2022,1,75.3,2.1,27.1,0.92,13.0,0,0,0.705882353,47.83529412,0,11.96
L0985,C008,FutureLearn,11/23/2022,1,62.9,3.5,14.7,0.73,8.0,0,1,0.645833333,46.42708333,0,5.84
L0986,C086,FutureLearn,9/5/2022,1,41.1,3.3,13.1,0.82,11.0,1,0,0.688888889,48.64444444,0,9.02
L0987,C085,Skillshare,1/9/2022,1,64.0,1.2,19.6,0.84,8.0,0,0,0.689655172,46.95,0,6.72
L0988,C001,FutureLearn,10/10/2022,1,65.9,4.0,1.0,0.84,7.0,0,1,0.743589744,52.16153846,1,5.88
L0989,C053,Coursera,1/9/2022,0,0.0,0.0,1.5,0.39,3.0,0,0,0.694915254,50.12542373,0,1.17
L0990,C068,edX,10/2/2022,1,83.1,3.0,9.3,0.87,10.0,0,0,0.805555556,57.31388889,0,8.7
L0991,C037,Coursera,9/15/2022,0,0.0,0.0,2.5,0.27,0.0,0,0,0.6875,45.5375,0,0.0
L0992,C090,Skillshare,4/2/2022,1,55.7,3.1,1.2,0.98,7.0,0,0,0.711538462,48.97307692,0,6.86
L0993,C014,Coursera,9/26/2022,1,64.9,2.5,15.8,0.84,6.0,0,0,0.692307692,48.18269231,0,5.04
L0994,C020,Udemy,4/9/2022,1,75.0,3.3,12.5,0.98,,0,1,0.760869565,53.55434783,0,6.86
L0995,C080,FutureLearn,5/10/2022,1,54.3,4.6,35.8,0.96,9.0,0,0,0.794117647,55.36764706,1,8.64
L0996,C046,edX,7/23/2022,1,70.9,2.4,6.4,0.88,14.0,0,0,0.775510204,53.68367347,0,12.32
L0997,C011,edX,7/27/2022,1,60.9,4.3,23.6,0.74,10.0,0,1,0.682539683,47.54444444,1,7.4
L0998,C059,FutureLearn,5/5/2022,0,0.0,0.0,2.2,0.43,1.0,0,0,0.622641509,44.59433962,0,0.43
L0999,C090,Udemy,6/3/2022,1,66.7,4.6,3.9,0.87,3.0,0,1,0.711538462,48.97307692,1,2.61
L1000,C088,Coursera,12/1/2022,1,75.8,2.8,3.0,,12.0,0,0,0.607843137,41.05294118,0,9.12
L1001,C084,Coursera,2/17/2022,1,65.2,2.4,3.9,0.99,11.0,0,0,0.636363636,41.80909091,0,10.89
L1002,C052,Skillshare,7/13/2022,1,33.9,4.5,3.6,,13.0,0,0,0.742857143,52.52285714,1,9.49
L1003,C071,Skillshare,1/29/2022,1,51.3,3.0,7.9,0.79,12.0,0,0,0.724137931,50.45172414,0,9.48
L1004,C082,Coursera,12/26/2022,0,0.0,0.0,1.7,0.08,2.0,0,0,0.661016949,45.00677966,0,0.16
L1005,C022,Coursera,9/13/2022,1,77.8,3.6,1.4,0.83,8.0,0,1,0.612903226,41.62419355,0,6.64
L1006,C056,edX,10/17/2022,0,0.0,0.0,2.8,0.42,2.0,0,0,0.727272727,51.27636364,0,0.84
L1007,C013,FutureLearn,1/22/2022,1,41.4,2.5,0.7,1.0,7.0,0,0,0.693877551,46.83877551,0,7.0
L1008,C030,Udemy,12/21/2022,1,73.9,3.8,0.7,0.76,7.0,0,1,0.714285714,49.2877551,0,5.32
L1009,C073,Skillshare,5/19/2022,0,0.0,0.0,1.9,0.11,4.0,0,0,0.756097561,48.97317073,0,0.44
L1010,C006,Coursera,12/17/2022,0,0.0,0.0,1.2,0.33,4.0,0,0,0.653061224,43.82244898,0,1.32
L1011,C036,FutureLearn,10/16/2022,1,65.1,2.9,12.3,0.98,8.0,0,0,0.68,47.784,0,7.84
L1012,C085,Coursera,4/2/2022,1,44.5,3.2,1.8,0.93,,0,0,0.689655172,46.95,0,6.51
L1013,C041,Coursera,4/17/2022,1,98.7,4.4,6.5,0.81,10.0,0,1,0.716981132,51.24150943,1,8.1
L1014,C076,Udemy,12/31/2022,0,0.0,0.0,2.8,0.34,1.0,0,0,0.783333333,51.98333333,0,0.34
L1015,C051,Coursera,6/3/2022,1,37.4,1.5,0.8,0.86,9.0,0,0,0.708333333,51.68541667,0,7.74
L1016,C021,FutureLearn,5/4/2022,0,0.0,0.0,1.6,0.09,3.0,0,0,0.74,50.32,0,0.27
L1017,C073,Skillshare,12/13/2022,0,0.0,0.0,2.9,0.14,2.0,0,0,0.756097561,48.97317073,0,0.28
L1018,C070,edX,7/16/2022,1,43.5,1.2,1.8,0.97,12.0,0,0,0.738095238,48.29761905,0,11.64
L1019,C097,Udemy,12/19/2022,0,0.0,0.0,2.2,0.29,2.0,0,0,0.693548387,50.18548387,0,0.58
L1020,C093,Coursera,9/14/2022,1,74.4,4.9,1.9,0.88,9.0,0,1,0.660714286,42.91785714,1,7.92
L1021,C096,edX,1/28/2022,0,0.0,0.0,2.6,,2.0,0,0,0.677966102,45.67118644,0,0.48
L1022,C013,Skillshare,4/29/2022,0,0.0,0.0,2.3,0.1,2.0,0,0,0.693877551,46.83877551,0,0.2
L1023,C010,edX,11/6/2022,1,58.2,2.2,10.9,0.9,8.0,0,0,0.789473684,54.9,0,7.2
L1024,C099,FutureLearn,11/1/2022,0,0.0,0.0,1.0,0.01,2.0,0,0,0.70212766,48.62765957,0,0.02
L1025,C051,edX,1/16/2022,0,0.0,0.0,0.8,0.32,0.0,0,0,0.708333333,51.68541667,0,0.0
L1026,C082,edX,8/19/2022,0,0.0,0.0,2.1,0.17,2.0,0,0,0.661016949,45.00677966,0,0.34
L1027,C063,Udemy,7/2/2022,1,66.1,1.5,7.7,0.83,8.0,0,0,0.62,44.356,0,6.64
L1028,C071,Skillshare,8/10/2022,1,49.1,2.0,6.5,0.81,15.0,0,0,0.724137931,50.45172414,0,12.15
L1029,C024,FutureLearn,12/5/2022,1,62.8,2.5,18.1,0.9,11.0,0,0,0.659090909,44.51818182,0,9.9
L1030,C049,Coursera,11/13/2022,1,32.5,3.0,11.0,0.7,14.0,1,0,0.717391304,51.05434783,0,9.8
L1031,C038,Udemy,1/1/2023,1,74.7,1.6,5.8,0.85,9.0,0,0,0.6875,48.7171875,0,7.65
L1032,C010,Coursera,5/18/2022,1,71.5,4.2,1.2,0.82,8.0,0,1,0.789473684,54.9,1,6.56
L1033,C020,Skillshare,12/31/2022,1,77.0,1.3,0.8,0.96,7.0,0,0,0.760869565,53.55434783,0,6.72
L1034,C082,Udemy,7/19/2022,1,72.4,4.8,5.4,0.8,11.0,0,1,0.661016949,45.00677966,1,8.8
L1035,C041,edX,2/24/2022,0,0.0,0.0,1.1,0.39,0.0,0,0,0.716981132,51.24150943,0,0.0
L1036,C012,Coursera,6/7/2022,1,54.1,3.0,8.2,0.92,9.0,0,0,0.734375,52.640625,0,8.28
L1037,C057,edX,5/19/2022,1,100.0,2.0,0.9,0.74,7.0,0,0,0.754385965,54.93859649,0,5.18
L1038,C014,Udemy,2/14/2022,1,80.6,3.8,15.6,0.81,9.0,0,1,0.692307692,48.18269231,0,7.29
L1039,C024,Skillshare,8/18/2022,0,0.0,0.0,0.7,0.3,2.0,0,0,0.659090909,44.51818182,0,0.6
L1040,C072,FutureLearn,9/20/2022,1,80.5,3.8,29.1,0.82,12.0,0,1,0.744680851,51.91489362,0,9.84
L1041,C053,Coursera,1/14/2022,1,62.1,2.8,2.1,0.85,10.0,0,0,0.694915254,50.12542373,0,8.5
L1042,C012,edX,10/11/2022,1,58.5,3.9,6.9,0.97,15.0,0,0,0.734375,52.640625,0,14.55
L1043,C012,FutureLearn,11/3/2022,1,74.9,1.2,4.6,0.86,6.0,0,0,0.734375,52.640625,0,5.16
L1044,C042,Skillshare,1/7/2022,0,0.0,0.0,0.9,0.29,4.0,0,0,0.547169811,38.61698113,0,1.16
L1045,C038,Skillshare,7/18/2022,0,0.0,0.0,0.8,0.27,3.0,0,0,0.6875,48.7171875,0,0.81
L1046,C100,Coursera,10/14/2022,0,0.0,0.0,1.0,0.42,2.0,0,0,0.674418605,46.39069767,0,0.84
L1047,C032,FutureLearn,9/24/2022,1,55.0,3.3,23.4,0.8,12.0,0,0,0.612244898,43.57755102,0,9.6
L1048,C022,Skillshare,3/28/2022,1,77.8,2.3,2.4,0.79,9.0,0,0,0.612903226,41.62419355,0,7.11
L1049,C018,edX,6/4/2022,1,87.1,4.9,5.8,0.96,11.0,0,1,0.793103448,54.27413793,1,10.56
L1050,C035,Skillshare,3/16/2022,1,57.4,3.1,10.5,0.97,9.0,0,0,0.822222222,56.22888889,0,8.73
L1051,C009,Udemy,8/11/2022,1,100.0,2.3,41.1,0.9,11.0,0,0,0.787234043,54.68723404,0,9.9
L1052,C036,Skillshare,6/3/2022,0,0.0,0.0,1.6,0.17,1.0,0,0,0.68,47.784,0,0.17
L1053,C062,Coursera,7/4/2022,0,0.0,0.0,2.2,,1.0,0,0,0.648148148,44.63333333,0,0.26
L1054,C033,Udemy,11/17/2022,1,65.9,1.3,1.6,0.72,12.0,0,0,0.631578947,42.81842105,0,8.64
L1055,C064,FutureLearn,11/12/2022,1,71.6,4.1,6.9,0.81,8.0,0,1,0.770833333,56.29791667,1,6.48
L1056,C026,Skillshare,2/24/2022,1,63.8,4.5,4.2,,10.0,0,1,0.86,61.268,1,9.3
L1057,C018,edX,1/4/2022,1,70.7,3.5,6.6,0.73,,0,1,0.793103448,54.27413793,0,5.84
L1058,C051,edX,11/14/2022,1,80.8,1.3,21.3,,12.0,0,0,0.708333333,51.68541667,0,9.36
L1059,C049,edX,8/14/2022,1,50.8,5.0,13.9,0.89,9.0,0,0,0.717391304,51.05434783,1,8.01
L1060,C043,Skillshare,11/30/2022,0,0.0,0.0,1.9,0.38,2.0,0,0,0.625,44.2375,0,0.76
L1061,C077,Udemy,6/3/2022,1,56.6,1.9,5.9,0.72,17.0,0,0,0.688888889,47.95333333,0,12.24
L1062,C042,FutureLearn,12/22/2022,1,74.0,3.2,26.7,0.7,6.0,0,0,0.547169811,38.61698113,0,4.2
L1063,C026,Skillshare,6/10/2022,1,69.4,4.7,7.8,0.86,6.0,0,1,0.86,61.268,1,5.16
L1064,C023,Skillshare,6/13/2022,1,73.5,4.7,2.3,0.9,8.0,0,1,0.679245283,49.76792453,1,7.2
L1065,C038,Skillshare,10/22/2022,1,59.2,1.7,13.5,0.79,12.0,0,0,0.6875,48.7171875,0,9.48
L1066,C032,edX,7/12/2022,1,66.9,2.0,13.8,0.78,7.0,0,0,0.612244898,43.57755102,0,5.46
L1067,C036,Skillshare,7/6/2022,0,0.0,0.0,1.5,0.36,2.0,0,0,0.68,47.784,0,0.72
L1068,C015,FutureLearn,4/13/2022,1,54.5,1.4,12.7,0.85,12.0,0,0,0.714285714,49.94285714,0,10.2
L1069,C076,FutureLearn,4/3/2022,1,86.3,4.6,7.3,0.84,10.0,0,1,0.783333333,51.98333333,1,8.4
L1070,C088,FutureLearn,1/14/2022,1,61.4,1.1,8.7,0.86,7.0,0,0,0.607843137,41.05294118,0,6.02
L1071,C094,Skillshare,12/29/2022,1,58.4,1.2,1.3,1.0,8.0,0,0,0.648148148,47.95925926,0,8.0
L1072,C027,Skillshare,5/30/2022,0,0.0,0.0,2.3,0.43,1.0,0,0,0.692307692,48.725,0,0.43
L1073,C089,Coursera,7/29/2022,0,0.0,0.0,0.6,0.05,1.0,0,0,0.756097561,54.26829268,0,0.05
L1074,C087,Skillshare,3/13/2022,1,56.9,2.0,28.2,,11.0,0,0,0.693877551,49.60204082,0,10.67
L1075,C082,edX,5/4/2022,1,93.7,2.8,19.4,0.98,8.0,0,0,0.661016949,45.00677966,0,7.84
L1076,C033,Udemy,8/5/2022,0,0.0,0.0,1.0,0.21,2.0,0,0,0.631578947,42.81842105,0,0.42
L1077,C049,Coursera,8/18/2022,1,60.8,3.4,11.8,0.81,14.0,0,1,0.717391304,51.05434783,0,11.34
L1078,C077,Skillshare,10/26/2022,1,69.1,4.3,9.5,0.95,10.0,0,1,0.688888889,47.95333333,1,9.5
L1079,C052,FutureLearn,9/17/2022,0,0.0,0.0,1.3,0.35,,0,0,0.742857143,52.52285714,0,0.7
L1080,C089,Skillshare,10/6/2022,1,58.8,2.6,2.6,0.74,7.0,0,0,0.756097561,54.26829268,0,5.18
L1081,C005,edX,12/26/2022,0,0.0,0.0,0.5,0.31,2.0,0,0,0.714285714,50.55510204,0,0.62
L1082,C069,FutureLearn,11/23/2022,1,100.0,3.6,4.9,0.89,3.0,0,1,0.532258065,37.68064516,0,2.67
L1083,C011,Coursera,5/8/2022,1,98.0,3.2,21.9,0.73,13.0,0,1,0.682539683,47.54444444,0,9.49
L1084,C085,edX,3/27/2022,1,56.6,1.6,7.0,0.94,9.0,0,0,0.689655172,46.95,0,8.46
L1085,C083,FutureLearn,1/23/2022,1,45.4,3.8,6.7,,14.0,0,0,0.775862069,53.65344828,0,10.92
L1086,C073,Skillshare,6/19/2022,0,0.0,0.0,1.2,0.4,0.0,0,0,0.756097561,48.97317073,0,0.0
L1087,C056,,1/6/2022,1,74.4,2.6,6.8,0.96,9.0,0,0,0.727272727,51.27636364,0,8.64
L1088,C013,edX,4/24/2022,0,0.0,0.0,0.5,0.12,1.0,0,0,0.693877551,46.83877551,0,0.12
L1089,C066,FutureLearn,10/13/2022,0,0.0,0.0,1.5,0.32,1.0,0,0,0.630434783,43.1673913,0,0.32
L1090,C075,FutureLearn,4/24/2022,0,0.0,0.0,2.9,0.13,3.0,0,0,0.613636364,43.90454545,0,0.39
L1091,C058,edX,7/20/2022,1,64.5,4.1,9.1,,8.0,0,1,0.666666667,45.32941176,1,6.4
L1092,C060,FutureLearn,12/20/2022,1,42.9,2.9,4.5,0.89,15.0,0,0,0.659574468,48.6,0,13.35
L1093,C065,Udemy,6/26/2022,1,86.4,1.6,9.8,0.92,16.0,0,0,0.705882353,47.83529412,0,14.72
L1094,C004,Skillshare,2/23/2022,1,72.3,1.2,22.4,0.86,6.0,0,0,0.84,57.566,0,5.16
L1095,C038,Skillshare,2/13/2022,1,60.4,2.3,1.4,0.84,11.0,0,0,0.6875,48.7171875,0,9.24
L1096,C015,Udemy,6/28/2022,0,0.0,0.0,0.6,0.21,3.0,0,0,0.714285714,49.94285714,0,0.63
L1097,C040,edX,8/22/2022,1,51.9,4.7,14.2,,12.0,0,0,0.622222222,43.37555556,1,11.04
L1098,C027,FutureLearn,9/5/2022,0,0.0,0.0,2.2,0.11,3.0,0,0,0.692307692,48.725,0,0.33
L1099,C045,Skillshare,2/19/2022,1,70.9,4.4,10.6,0.77,8.0,0,1,0.710526316,47.42368421,1,6.16
L1100,C057,Skillshare,6/13/2022,0,0.0,0.0,1.2,0.1,2.0,0,0,0.754385965,54.93859649,0,0.2
L1101,C009,edX,1/23/2022,1,60.8,4.7,8.4,0.81,13.0,0,1,0.787234043,54.68723404,1,10.53
L1102,C091,Coursera,1/12/2022,1,74.3,1.2,18.3,0.83,11.0,0,0,0.625,43.06458333,0,9.13
L1103,C044,Coursera,12/13/2022,1,67.7,3.5,6.1,0.97,10.0,0,1,0.826086957,56.53913043,0,9.7
L1104,C022,Udemy,9/22/2022,1,93.2,2.6,2.6,,13.0,0,0,0.612903226,41.62419355,0,10.66
L1105,C023,FutureLearn,3/23/2022,1,61.9,3.6,2.8,0.73,13.0,0,1,0.679245283,49.76792453,0,9.49
L1106,C043,,8/7/2022,0,0.0,0.0,2.6,0.17,3.0,0,0,0.625,44.2375,0,0.51
L1107,C060,Udemy,7/27/2022,1,86.8,2.8,1.1,0.91,6.0,0,0,0.659574468,48.6,0,5.46
L1108,C081,Udemy,4/6/2022,0,0.0,0.0,2.9,0.35,2.0,0,0,0.673469388,44.80612245,0,0.7
L1109,C082,Skillshare,7/22/2022,0,0.0,0.0,1.7,0.28,3.0,0,0,0.661016949,45.00677966,0,0.84
L1110,C004,FutureLearn,4/12/2022,1,69.8,2.3,6.0,0.87,9.0,0,0,0.84,57.566,0,7.83
L1111,C058,FutureLearn,8/8/2022,1,64.9,3.7,17.9,0.77,11.0,0,1,0.666666667,45.32941176,0,8.47
L1112,C050,Coursera,12/27/2022,1,40.3,1.6,2.4,0.73,,0,0,0.744186047,49.07906977,0,8.76
L1113,C028,Udemy,5/23/2022,1,67.8,3.9,0.5,0.97,14.0,0,1,0.634146341,45.11707317,0,13.58
L1114,C097,Coursera,10/23/2022,1,70.4,4.6,0.9,0.76,9.0,0,1,0.693548387,50.18548387,1,6.84
L1115,C014,FutureLearn,4/6/2022,1,76.5,5.0,4.9,0.71,13.0,0,1,0.692307692,48.18269231,1,9.23
L1116,C047,edX,4/11/2022,0,0.0,0.0,1.7,0.37,2.0,0,0,0.6,46.58,0,0.74
L1117,C059,Coursera,5/15/2022,1,55.4,2.1,13.1,0.77,6.0,0,0,0.622641509,44.59433962,0,4.62
L1118,C086,Skillshare,9/28/2022,0,0.0,0.0,2.1,,2.0,0,0,0.688888889,48.64444444,0,0.12
L1119,C082,edX,11/2/2022,0,0.0,0.0,2.8,0.43,2.0,0,0,0.661016949,45.00677966,0,0.86
L1120,C050,FutureLearn,7/20/2022,1,95.9,2.5,11.4,0.72,10.0,0,0,0.744186047,49.07906977,0,7.2
L1121,C076,Coursera,6/28/2022,0,0.0,0.0,2.3,0.32,2.0,0,0,0.783333333,51.98333333,0,0.64
L1122,C046,Skillshare,11/13/2022,1,66.5,2.0,7.6,0.95,13.0,0,0,0.775510204,53.68367347,0,12.35
L1123,C023,edX,11/11/2022,1,78.2,2.5,5.1,0.93,18.0,0,0,0.679245283,49.76792453,0,16.74
L1124,C076,Coursera,12/11/2022,1,35.1,2.5,0.5,0.91,,0,0,0.783333333,51.98333333,0,8.19
L1125,C018,edX,3/2/2022,1,64.6,4.2,6.7,0.79,11.0,0,1,0.793103448,54.27413793,1,8.69
L1126,C031,edX,3/1/2022,0,0.0,0.0,2.3,0.02,0.0,0,0,0.636363636,44.01636364,0,0.0
L1127,C024,edX,12/22/2022,0,0.0,0.0,0.9,0.03,2.0,0,0,0.659090909,44.51818182,0,0.06
L1128,C019,FutureLearn,7/18/2022,0,0.0,0.0,2.8,0.26,2.0,0,0,0.735849057,50.50754717,0,0.52
L1129,C054,FutureLearn,3/12/2022,1,62.2,2.3,11.3,,11.0,0,0,0.541666667,38.03958333,0,8.69
L1130,C074,Skillshare,8/5/2022,0,0.0,0.0,1.5,0.47,2.0,0,0,0.671875,46.240625,0,0.94
L1131,C024,Skillshare,11/22/2022,0,0.0,0.0,0.6,0.15,1.0,0,0,0.659090909,44.51818182,0,0.15
L1132,C069,Udemy,10/12/2022,1,51.3,1.1,8.2,0.81,10.0,0,0,0.532258065,37.68064516,0,8.1
L1133,C022,Skillshare,5/28/2022,1,85.6,4.5,2.1,0.73,15.0,0,1,0.612903226,41.62419355,1,10.95
L1134,C018,Udemy,6/11/2022,1,56.3,2.4,1.3,0.88,10.0,0,0,0.793103448,54.27413793,0,8.8
L1135,C058,FutureLearn,1/28/2022,1,76.0,1.4,7.9,0.91,13.0,0,0,0.666666667,45.32941176,0,11.83
L1136,C046,Coursera,9/6/2022,0,0.0,0.0,2.3,0.34,0.0,0,0,0.775510204,53.68367347,0,0.0
L1137,C018,Udemy,7/16/2022,1,89.8,2.3,11.1,0.76,21.0,0,0,0.793103448,54.27413793,0,15.96
L1138,C072,FutureLearn,12/1/2022,1,86.0,2.0,39.6,0.88,13.0,0,0,0.744680851,51.91489362,0,11.44
L1139,C064,Skillshare,12/17/2022,0,0.0,0.0,2.4,0.01,1.0,0,0,0.770833333,56.29791667,0,0.01
L1140,C063,Skillshare,12/30/2022,1,66.1,2.5,9.5,0.91,8.0,0,0,0.62,44.356,0,7.28
L1141,C057,Skillshare,3/27/2022,0,0.0,0.0,2.0,0.26,3.0,0,0,0.754385965,54.93859649,0,0.78
L1142,C011,FutureLearn,1/16/2022,0,0.0,0.0,1.3,0.49,4.0,0,0,0.682539683,47.54444444,0,1.96
L1143,C098,Udemy,5/30/2022,0,0.0,0.0,0.7,0.26,2.0,0,0,0.795454545,56.28409091,0,0.52
L1144,C005,edX,4/26/2022,0,0.0,0.0,2.4,0.42,2.0,0,0,0.714285714,50.55510204,0,0.84
L1145,C069,edX,3/28/2022,1,59.7,3.8,2.4,,7.0,0,0,0.532258065,37.68064516,0,4.97
L1146,C100,Skillshare,10/17/2022,1,82.3,2.7,7.1,0.84,8.0,0,0,0.674418605,46.39069767,0,6.72
L1147,C096,Skillshare,10/9/2022,1,46.3,4.5,13.7,0.96,10.0,1,0,0.677966102,45.67118644,1,9.6
L1148,C066,Coursera,10/21/2022,1,57.7,1.8,5.8,0.72,13.0,0,0,0.630434783,43.1673913,0,9.36
L1149,C015,edX,10/6/2022,1,68.4,4.0,9.7,0.94,9.0,0,1,0.714285714,49.94285714,1,8.46
L1150,C047,FutureLearn,1/22/2022,1,86.7,4.8,6.7,0.84,10.0,0,1,0.6,46.58,1,8.4
L1151,C098,Skillshare,10/7/2022,1,100.0,4.3,0.5,0.96,10.0,0,1,0.795454545,56.28409091,1,9.6
