learner_id,course_id,platform,enrollment_date,completion_status,assessment_score,feedback_score,time_spent_hours,video_completion_rate,interaction_count,anomaly_flag,course_quality_label,avg_completion_rate,avg_assessment_score,is_high_feedback,engagement_score,enrollment_month,enrollment_day_of_week
L0737,C067,edX,2022-02-10,1,77.4,2.0,3.8,0.73,17.0,0,0,0.711111111,51.03555556,0,12.41,2,3
L0738,C033,Udemy,2022-11-22,1,27.2,4.6,0.1,0.94,17.0,0,0,0.631578947,42.81842105,1,15.98,11,1
L0739,C071,edX,2022-03-06,0,0.0,0.0,2.9,0.27,0.0,0,0,0.724137931,50.45172414,0,0.0,3,6
L0740,C081,edX,2022-11-11,0,0.0,0.0,1.6,0.35,3.0,0,0,0.673469388,44.80612245,0,1.05,11,4
L0741,C069,Coursera,2022-09-15,1,52.4,4.9,19.2,0.85,11.0,0,0,0.532258065,37.68064516,1,9.35,9,3
L0742,C083,Udemy,2022-10-31,1,65.0,3.8,7.2,1.0,11.0,0,1,0.775862069,53.65344828,0,11.0,10,0
L0743,C075,Udemy,2022-03-29,1,64.1,2.4,5.7,,10.0,0,0,0.613636364,43.90454545,0,9.3,3,1
L0744,C085,FutureLearn,2022-11-06,1,53.0,2.4,16.6,0.77,7.0,0,0,0.689655172,46.95,0,5.39,11,6
L0745,C044,FutureLearn,2022-01-22,0,0.0,0.0,0.5,0.32,3.0,0,0,0.826086957,56.53913043,0,0.96,1,5
L0746,C004,Coursera,2022-01-24,1,73.1,4.5,8.7,0.92,9.0,0,1,0.84,57.566,1,8.28,1,0
L0747,C083,FutureLearn,2022-05-16,1,53.6,2.6,20.2,0.77,7.0,0,0,0.775862069,53.65344828,0,5.39,5,0
L0748,C084,Udemy,2022-10-20,1,69.1,2.3,7.5,0.91,8.0,0,0,0.636363636,41.80909091,0,7.28,10,3
L0749,C054,FutureLearn,2022-11-24,0,0.0,0.0,0.6,0.19,1.0,0,0,0.541666667,38.03958333,0,0.19,11,3
L0750,C004,Skillshare,2022-11-18,1,77.4,2.3,2.1,0.79,9.0,0,0,0.84,57.566,0,7.11,11,4
L0751,C070,edX,2022-11-25,1,81.7,3.9,9.3,0.73,12.0,0,1,0.738095238,48.29761905,0,8.76,11,4
L0752,C039,Skillshare,2022-05-06,1,53.3,4.0,2.4,0.95,10.0,0,0,0.659574468,48.54468085,1,9.5,5,4
L0753,C088,Skillshare,2022-06-02,0,0.0,0.0,2.9,0.04,1.0,0,0,0.607843137,41.05294118,0,0.04,6,3
L0754,C059,Coursera,2022-12-19,1,54.2,2.2,2.7,0.76,9.0,0,0,0.622641509,44.59433962,0,6.84,12,0
L0755,C008,Udemy,2022-08-14,0,0.0,0.0,1.4,0.2,4.0,0,0,0.645833333,46.42708333,0,0.8,8,6
L0756,C054,Skillshare,2022-08-26,1,71.9,2.1,7.1,0.93,9.0,0,0,0.541666667,38.03958333,0,8.37,8,4
L0757,C027,edX,2022-11-07,1,72.3,1.0,5.3,0.8,8.0,0,0,0.692307692,48.725,0,6.4,11,0
L0758,C019,edX,2022-06-13,0,0.0,0.0,1.6,0.36,3.0,0,0,0.735849057,50.50754717,0,1.08,6,0
L0759,C094,edX,2022-07-24,1,65.0,4.7,1.7,0.93,11.0,0,1,0.648148148,47.95925926,1,10.23,7,6
L0760,C017,edX,2022-09-21,1,82.9,4.6,8.4,0.89,10.0,0,1,0.731343284,51.24328358,1,8.9,9,2
L0761,C072,Coursera,2022-06-13,0,0.0,0.0,1.7,0.16,1.0,0,0,0.744680851,51.91489362,0,0.16,6,0
L0762,C031,Skillshare,2022-03-04,1,42.9,2.0,6.2,0.74,12.0,0,0,0.636363636,44.01636364,0,8.88,3,4
L0763,C035,Skillshare,2022-05-07,1,78.9,1.5,10.3,0.95,11.0,0,0,0.822222222,56.22888889,0,10.45,5,5
L0764,C019,Coursera,2022-01-26,1,80.2,3.1,0.3,,5.0,0,1,0.735849057,50.50754717,0,4.45,1,2
L0765,C038,Skillshare,2022-11-12,0,0.0,0.0,1.9,,2.0,0,0,0.6875,48.7171875,0,0.14,11,5
L0766,C054,Udemy,2022-03-23,0,0.0,0.0,0.9,0.44,2.0,0,0,0.541666667,38.03958333,0,0.88,3,2
L0767,C042,FutureLearn,2022-06-10,1,72.4,3.5,0.8,0.73,3.0,0,1,0.547169811,38.61698113,0,2.19,6,4
L0768,C025,Udemy,2022-09-13,0,0.0,0.0,1.2,0.19,4.0,0,0,0.578947368,40.70789474,0,0.76,9,1
L0769,C066,Skillshare,2022-09-13,1,72.6,2.1,10.2,0.8,8.0,0,0,0.630434783,43.1673913,0,6.4,9,1
L0770,C040,Skillshare,2022-01-12,0,0.0,0.0,2.2,0.36,3.0,0,0,0.622222222,43.37555556,0,1.08,1,2
L0771,C012,Skillshare,2022-09-16,1,90.0,1.5,10.5,0.99,15.0,0,0,0.734375,52.640625,0,14.85,9,4
L0772,C059,Udemy,2022-04-21,0,0.0,0.0,1.4,0.41,2.0,0,0,0.622641509,44.59433962,0,0.82,4,3
L0773,C075,edX,2022-01-25,1,89.8,2.9,26.4,0.89,8.0,0,0,0.613636364,43.90454545,0,7.12,1,1
L0774,C007,edX,2022-09-11,0,0.0,0.0,2.9,0.18,2.0,0,0,0.617021277,40.28297872,0,0.36,9,6
L0775,C077,Skillshare,2022-05-27,1,55.1,2.3,1.3,0.9,9.0,0,0,0.688888889,47.95333333,0,8.1,5,4
L0776,C069,Coursera,2022-02-25,0,0.0,0.0,2.2,0.41,1.0,0,0,0.532258065,37.68064516,0,0.41,2,4
L0777,C056,Udemy,2022-05-16,1,83.8,4.5,2.8,0.87,,0,1,0.727272727,51.27636364,1,6.09,5,0
L0778,C094,edX,2022-07-26,1,78.3,1.2,18.6,0.83,8.0,0,0,0.648148148,47.95925926,0,6.64,7,1
L0779,C047,,2022-07-25,0,0.0,0.0,2.4,0.29,1.0,0,0,0.6,46.58,0,0.29,7,0
L0780,C007,FutureLearn,2022-10-15,0,0.0,0.0,0.6,0.29,1.0,0,0,0.617021277,40.28297872,0,0.29,10,5
L0781,C025,edX,2022-10-11,0,0.0,0.0,1.9,0.41,1.0,0,0,0.578947368,40.70789474,0,0.41,10,1
L0782,C037,Coursera,2022-07-17,1,80.2,2.1,0.3,0.92,11.0,0,0,0.6875,45.5375,0,10.12,7,6
L0783,C065,Skillshare,2022-10-09,1,54.1,2.4,1.3,0.74,18.0,0,0,0.705882353,47.83529412,0,13.32,10,6
L0784,C036,FutureLearn,2022-12-15,0,0.0,0.0,0.8,0.41,5.0,0,0,0.68,47.784,0,2.05,12,3
L0785,C079,Coursera,2022-03-07,1,79.4,4.4,3.4,0.89,6.0,0,1,0.755102041,51.49183673,1,5.34,3,0
L0786,C013,Skillshare,2022-07-11,1,76.3,3.0,24.3,0.74,,0,0,0.693877551,46.83877551,0,8.14,7,0
L0787,C044,FutureLearn,2022-07-07,0,0.0,0.0,2.2,0.3,2.0,0,0,0.826086957,56.53913043,0,0.6,7,3
L0788,C097,Udemy,2022-04-12,1,61.3,4.9,3.5,0.79,8.0,0,1,0.693548387,50.18548387,1,6.32,4,1
L0789,C078,FutureLearn,2022-07-25,0,0.0,0.0,2.8,0.13,1.0,0,0,0.738095238,51.98809524,0,0.13,7,0
L0790,C065,Coursera,2022-01-24,1,69.3,4.8,11.3,0.79,7.0,0,1,0.705882353,47.83529412,1,5.53,1,0
L0791,C005,Udemy,2023-01-01,0,0.0,0.0,0.9,0.05,2.0,0,0,0.714285714,50.55510204,0,0.1,1,6
L0792,C043,Skillshare,2022-09-23,0,0.0,0.0,2.1,0.1,0.0,0,0,0.625,44.2375,0,0.0,9,4
L0793,C059,Udemy,2022-11-07,0,0.0,0.0,2.8,0.41,2.0,0,0,0.622641509,44.59433962,0,0.82,11,0
L0794,C066,Udemy,2022-06-17,1,77.3,3.7,9.9,0.78,15.0,0,1,0.630434783,43.1673913,0,11.7,6,4
L0795,C079,edX,2022-03-25,1,86.4,4.9,42.4,,15.0,0,1,0.755102041,51.49183673,1,13.65,3,4
L0796,C051,FutureLearn,2022-06-03,1,88.0,2.7,5.8,0.79,16.0,0,0,0.708333333,51.68541667,0,12.64,6,4
L0797,C076,edX,2022-09-17,1,56.7,1.3,3.1,0.97,,0,0,0.783333333,51.98333333,0,10.67,9,5
L0798,C066,FutureLearn,2022-09-08,0,0.0,0.0,2.3,0.01,2.0,0,0,0.630434783,43.1673913,0,0.02,9,3
L0799,C091,FutureLearn,2022-06-03,1,82.8,1.9,10.6,0.82,11.0,0,0,0.625,43.06458333,0,9.02,6,4
L0800,C061,Coursera,2022-07-08,0,0.0,0.0,2.8,0.13,3.0,0,0,0.660714286,46.63035714,0,0.39,7,4
L0801,C043,Coursera,2022-08-02,1,91.8,1.5,37.9,0.99,6.0,0,0,0.625,44.2375,0,5.94,8,1
L0802,C075,edX,2022-12-19,0,0.0,0.0,1.2,0.41,1.0,0,0,0.613636364,43.90454545,0,0.41,12,0
L0803,C081,Coursera,2022-11-02,1,70.2,4.9,9.9,0.82,13.0,0,1,0.673469388,44.80612245,1,10.66,11,2
L0804,C061,,2022-12-02,0,0.0,0.0,0.6,0.06,4.0,0,0,0.660714286,46.63035714,0,0.24,12,4
L0805,C100,FutureLearn,2022-10-23,1,58.5,2.4,10.1,0.72,9.0,0,0,0.674418605,46.39069767,0,6.48,10,6
L0806,C030,Coursera,2022-10-26,1,78.2,2.9,16.9,0.83,13.0,0,0,0.714285714,49.2877551,0,10.79,10,2
L0807,C062,Udemy,2022-09-26,1,95.9,3.5,5.4,0.74,5.0,0,1,0.648148148,44.63333333,0,3.7,9,0
L0808,C081,FutureLearn,2022-07-14,1,47.8,1.9,2.4,0.92,8.0,0,0,0.673469388,44.80612245,0,7.36,7,3
L0809,C019,Udemy,2022-01-17,0,0.0,0.0,2.9,0.43,3.0,0,0,0.735849057,50.50754717,0,1.29,1,0
L0810,C074,Coursera,2022-04-08,0,0.0,0.0,0.5,0.29,2.0,0,0,0.671875,46.240625,0,0.58,4,4
L0811,C003,Skillshare,2022-06-10,1,63.2,3.9,2.7,0.94,11.0,0,1,0.681818182,43.65,0,10.34,6,4
L0812,C054,Udemy,2022-07-31,0,0.0,0.0,2.1,0.41,1.0,0,0,0.541666667,38.03958333,0,0.41,7,6
L0813,C089,Udemy,2022-07-30,1,95.9,3.7,5.9,0.85,7.0,0,1,0.756097561,54.26829268,0,5.95,7,5
L0814,C065,FutureLearn,2022-08-30,1,69.9,2.9,8.3,0.98,13.0,0,0,0.705882353,47.83529412,0,12.74,8,1
L0815,C095,Coursera,2022-12-28,1,72.7,3.3,6.8,0.76,10.0,0,1,0.679245283,48.90754717,0,7.6,12,2
L0816,C018,FutureLearn,2022-04-17,1,75.5,3.1,10.0,0.86,6.0,0,1,0.793103448,54.27413793,0,5.16,4,6
L0817,C072,,2022-12-06,0,0.0,0.0,2.1,0.22,2.0,0,0,0.744680851,51.91489362,0,0.44,12,1
L0818,C062,FutureLearn,2022-07-12,1,68.0,4.7,12.4,0.83,10.0,0,1,0.648148148,44.63333333,1,8.3,7,1
L0819,C041,Udemy,2022-08-24,1,51.5,3.3,1.2,0.99,6.0,0,0,0.716981132,51.24150943,0,5.94,8,2
L0820,C069,edX,2022-10-07,0,0.0,0.0,2.3,0.39,3.0,0,0,0.532258065,37.68064516,0,1.17,10,4
L0821,C046,edX,2022-11-09,1,84.4,2.0,44.2,0.82,12.0,0,0,0.775510204,53.68367347,0,9.84,11,2
L0822,C062,,2022-05-07,0,0.0,0.0,1.1,0.14,1.0,0,0,0.648148148,44.63333333,0,0.14,5,5
L0823,C036,FutureLearn,2022-06-02,0,0.0,0.0,2.7,0.48,1.0,0,0,0.68,47.784,0,0.48,6,3
L0824,C029,edX,2022-05-28,0,0.0,0.0,2.2,0.41,1.0,0,0,0.619047619,43.39761905,0,0.41,5,5
L0825,C091,Udemy,2022-12-20,1,62.7,3.5,3.7,0.81,9.0,0,1,0.625,43.06458333,0,7.29,12,1
L0826,C091,Skillshare,2022-06-12,1,71.9,4.6,23.8,0.73,13.0,0,1,0.625,43.06458333,1,9.49,6,6
L0827,C062,edX,2022-10-14,1,63.1,4.8,0.5,0.74,10.0,0,1,0.648148148,44.63333333,1,7.4,10,4
L0828,C093,edX,2022-05-28,1,81.5,1.1,32.3,0.71,6.0,0,0,0.660714286,42.91785714,0,4.26,5,5
L0829,C016,FutureLearn,2022-12-13,1,73.0,4.3,0.1,0.86,10.0,0,1,0.712121212,51.35606061,1,8.6,12,1
L0830,C070,Skillshare,2022-07-22,0,0.0,0.0,2.2,,2.0,0,0,0.738095238,48.29761905,0,0.5,7,4
L0831,C045,Udemy,2022-05-29,1,77.8,1.7,20.6,0.88,10.0,0,0,0.710526316,47.42368421,0,8.8,5,6
L0832,C006,edX,2023-01-01,1,81.5,4.3,38.6,0.85,9.0,0,1,0.653061224,43.82244898,1,7.65,1,6
L0833,C011,edX,2022-08-15,0,0.0,0.0,1.9,0.27,0.0,0,0,0.682539683,47.54444444,0,0.0,8,0
L0834,C084,edX,2022-09-03,1,60.6,4.4,19.4,0.73,5.0,0,1,0.636363636,41.80909091,1,3.65,9,5
L0835,C028,Udemy,2022-10-03,1,75.9,1.4,9.8,0.81,13.0,0,0,0.634146341,45.11707317,0,10.53,10,0
L0836,C035,FutureLearn,2022-12-23,1,60.1,1.9,12.5,0.96,6.0,0,0,0.822222222,56.22888889,0,5.76,12,4
L0837,C035,Udemy,2022-02-25,1,67.0,1.6,12.1,0.93,5.0,0,0,0.822222222,56.22888889,0,4.65,2,4
L0838,C079,FutureLearn,2022-05-03,1,54.6,4.7,7.2,0.99,10.0,0,0,0.755102041,51.49183673,1,9.9,5,1
L0839,C032,Coursera,2022-12-09,1,20.9,3.0,18.8,,9.0,1,0,0.612244898,43.57755102,0,8.55,12,4
L0840,C068,Udemy,2022-11-23,1,57.7,3.3,2.7,0.94,10.0,0,0,0.805555556,57.31388889,0,9.4,11,2
L0841,C030,Coursera,2022-02-21,0,0.0,0.0,1.1,0.47,1.0,0,0,0.714285714,49.2877551,0,0.47,2,0
L0842,C053,edX,2022-08-30,1,77.3,3.2,4.4,,18.0,0,1,0.694915254,50.12542373,0,14.94,8,1
L0843,C013,Udemy,2022-01-03,0,0.0,0.0,1.1,0.23,2.0,0,0,0.693877551,46.83877551,0,0.46,1,0
L0844,C071,Udemy,2022-07-28,0,0.0,0.0,1.5,0.39,2.0,0,0,0.724137931,50.45172414,0,0.78,7,3
L0845,C084,Skillshare,2022-09-02,1,40.8,1.2,19.1,0.76,14.0,1,0,0.636363636,41.80909091,0,10.64,9,4
L0846,C084,Udemy,2022-05-28,1,79.4,1.5,2.0,0.85,5.0,0,0,0.636363636,41.80909091,0,4.25,5,5
L0847,C042,edX,2022-11-27,1,65.8,4.9,4.7,0.98,,0,1,0.547169811,38.61698113,1,9.8,11,6
L0848,C008,Coursera,2022-11-30,1,83.0,1.2,1.2,0.7,13.0,0,0,0.645833333,46.42708333,0,9.1,11,2
L0849,C074,Udemy,2022-10-01,1,52.2,1.6,3.4,0.81,13.0,0,0,0.671875,46.240625,0,10.53,10,5
L0850,C095,Coursera,2022-03-31,0,0.0,0.0,0.5,0.05,4.0,0,0,0.679245283,48.90754717,0,0.2,3,3
L0851,C054,Udemy,2022-01-19,1,61.6,3.0,6.7,0.89,17.0,0,0,0.541666667,38.03958333,0,15.13,1,2
L0852,C051,Skillshare,2022-04-06,1,77.2,1.2,0.6,0.76,12.0,0,0,0.708333333,51.68541667,0,9.12,4,2
L0853,C096,edX,2022-01-20,1,62.9,2.0,4.7,0.78,10.0,0,0,0.677966102,45.67118644,0,7.8,1,3
L0854,C002,edX,2022-10-18,1,57.6,1.2,1.5,0.72,11.0,0,0,0.770833333,50.73541667,0,7.92,10,1
L0855,C078,Coursera,2022-06-21,1,100.0,3.2,1.9,0.76,8.0,0,1,0.738095238,51.98809524,0,6.08,6,1
L0856,C037,Skillshare,2022-11-25,0,0.0,0.0,0.8,0.49,0.0,0,0,0.6875,45.5375,0,0.0,11,4
L0857,C070,FutureLearn,2022-09-10,1,90.4,4.2,3.5,0.74,6.0,0,1,0.738095238,48.29761905,1,4.44,9,5
L0858,C018,FutureLearn,2022-08-28,1,57.2,2.0,18.5,0.76,9.0,0,0,0.793103448,54.27413793,0,6.84,8,6
L0859,C035,Udemy,2022-02-27,1,77.1,1.4,29.5,0.78,8.0,0,0,0.822222222,56.22888889,0,6.24,2,6
L0860,C043,Udemy,2022-08-23,0,0.0,0.0,1.7,0.06,2.0,0,0,0.625,44.2375,0,0.12,8,1
L0861,C083,edX,2022-04-06,1,64.1,2.5,1.6,0.94,12.0,0,0,0.775862069,53.65344828,0,11.28,4,2
L0862,C002,edX,2022-06-01,1,54.7,1.4,9.9,0.74,9.0,0,0,0.770833333,50.73541667,0,6.66,6,2
L0863,C073,Udemy,2022-03-31,1,50.9,2.5,18.5,0.89,11.0,0,0,0.756097561,48.97317073,0,9.79,3,3
L0864,C079,Skillshare,2022-08-07,1,73.2,4.7,1.0,0.86,12.0,0,1,0.755102041,51.49183673,1,10.32,8,6
L0865,C066,edX,2022-02-14,1,76.7,3.9,0.9,0.84,6.0,0,1,0.630434783,43.1673913,0,5.04,2,0
L0866,C052,Coursera,2022-04-05,0,0.0,0.0,1.5,0.27,3.0,0,0,0.742857143,52.52285714,0,0.81,4,1
L0867,C018,Skillshare,2022-06-15,0,0.0,0.0,2.6,0.08,4.0,0,0,0.793103448,54.27413793,0,0.32,6,2
L0868,C032,Coursera,2022-05-14,1,62.5,3.6,4.3,0.98,4.0,0,1,0.612244898,43.57755102,0,3.92,5,5
L0869,C050,Udemy,2022-08-17,1,51.1,2.5,18.6,0.76,13.0,0,0,0.744186047,49.07906977,0,9.88,8,2
L0870,C097,edX,2022-06-18,1,81.8,3.9,2.3,0.87,14.0,0,1,0.693548387,50.18548387,0,12.18,6,5
L0871,C039,FutureLearn,2022-10-21,1,53.0,2.6,30.3,0.8,8.0,0,0,0.659574468,48.54468085,0,6.4,10,4
L0872,C002,edX,2022-12-01,1,67.7,2.2,15.3,0.83,10.0,0,0,0.770833333,50.73541667,0,8.3,12,3
L0873,C047,Udemy,2022-02-01,1,38.9,2.5,7.5,0.94,9.0,0,0,0.6,46.58,0,8.46,2,1
L0874,C086,Coursera,2022-08-27,1,55.7,2.1,3.3,0.98,12.0,0,0,0.688888889,48.64444444,0,11.76,8,5
L0875,C040,Udemy,2022-07-27,1,71.3,3.0,7.9,0.81,5.0,0,0,0.622222222,43.37555556,0,4.05,7,2
L0876,C088,FutureLearn,2022-12-27,1,65.0,2.6,6.3,0.72,10.0,0,0,0.607843137,41.05294118,0,7.2,12,1
L0877,C099,edX,2022-12-20,0,0.0,0.0,2.4,0.08,,0,0,0.70212766,48.62765957,0,0.08,12,1
L0878,C016,edX,2022-07-08,0,0.0,0.0,1.1,,3.0,0,0,0.712121212,51.35606061,0,0.96,7,4
L0879,C079,,2022-04-23,0,0.0,0.0,3.0,0.3,1.0,0,0,0.755102041,51.49183673,0,0.3,4,5
L0880,C018,Skillshare,2022-03-20,1,71.1,4.7,34.6,0.86,12.0,0,1,0.793103448,54.27413793,1,10.32,3,6
L0881,C059,,2022-07-11,1,62.3,2.0,6.3,0.84,11.0,0,0,0.622641509,44.59433962,0,9.24,7,0
L0882,C054,FutureLearn,2022-08-30,0,0.0,0.0,1.8,0.42,4.0,0,0,0.541666667,38.03958333,0,1.68,8,1
L0883,C097,FutureLearn,2022-12-07,0,0.0,0.0,2.4,0.41,4.0,0,0,0.693548387,50.18548387,0,1.64,12,2
L0884,C028,Udemy,2022-12-15,0,0.0,0.0,1.6,0.31,2.0,0,0,0.634146341,45.11707317,0,0.62,12,3
L0885,C097,FutureLearn,2022-02-11,1,67.4,4.0,11.8,1.0,8.0,0,1,0.693548387,50.18548387,1,8.0,2,4
L0886,C068,Skillshare,2022-09-28,1,57.8,2.8,19.4,0.91,14.0,0,0,0.805555556,57.31388889,0,12.74,9,2
L0887,C091,edX,2022-02-09,1,51.8,3.0,28.2,0.71,8.0,0,0,0.625,43.06458333,0,5.68,2,2
L0888,C073,Coursera,2022-02-01,1,53.2,1.8,5.5,0.82,15.0,0,0,0.756097561,48.97317073,0,12.3,2,1
L0889,C071,FutureLearn,2022-04-14,1,69.7,1.2,3.0,0.83,13.0,0,0,0.724137931,50.45172414,0,10.79,4,3
L0890,C074,FutureLearn,2022-03-18,1,74.3,3.9,28.3,0.96,10.0,0,1,0.671875,46.240625,0,9.6,3,4
L0891,C022,edX,2022-09-24,1,55.1,1.5,7.5,0.78,10.0,0,0,0.612903226,41.62419355,0,7.8,9,5
L0892,C057,Coursera,2022-12-15,1,72.0,4.4,57.6,0.83,7.0,0,1,0.754385965,54.93859649,1,5.81,12,3
L0893,C027,FutureLearn,2022-09-08,1,68.3,2.1,11.6,0.98,8.0,0,0,0.692307692,48.725,0,7.84,9,3
L0894,C012,FutureLearn,2022-08-17,0,0.0,0.0,1.8,0.04,8.0,0,0,0.734375,52.640625,0,0.32,8,2
L0895,C008,Skillshare,2022-03-09,0,0.0,0.0,1.8,0.06,3.0,0,0,0.645833333,46.42708333,0,0.18,3,2
L0896,C066,Skillshare,2022-08-22,0,0.0,0.0,1.7,0.48,2.0,0,0,0.630434783,43.1673913,0,0.96,8,0
L0897,C073,Coursera,2022-10-14,1,64.8,2.2,5.3,0.77,19.0,0,0,0.756097561,48.97317073,0,14.63,10,4
L0898,C060,edX,2022-01-12,1,60.2,1.3,6.4,0.7,5.0,0,0,0.659574468,48.6,0,3.5,1,2
L0899,C051,edX,2022-01-02,1,79.2,4.7,19.3,0.9,10.0,0,1,0.708333333,51.68541667,1,9.0,1,6
L0900,C096,Udemy,2022-10-24,1,63.3,1.8,15.7,0.76,9.0,0,0,0.677966102,45.67118644,0,6.84,10,0
L0901,C010,Coursera,2022-08-05,1,61.6,4.6,26.1,0.7,4.0,0,0,0.789473684,54.9,1,2.8,8,4
L0902,C045,Coursera,2022-10-05,1,68.5,3.4,2.1,0.94,19.0,0,1,0.710526316,47.42368421,0,17.86,10,2
L0903,C008,Coursera,2022-08-30,1,84.8,1.3,8.2,0.85,,0,0,0.645833333,46.42708333,0,5.1,8,1
L0904,C005,,2022-07-29,1,100.0,1.0,14.3,0.91,9.0,0,0,0.714285714,50.55510204,0,8.19,7,4
L0905,C024,Udemy,2022-11-25,1,79.8,4.8,2.7,0.8,7.0,0,1,0.659090909,44.51818182,1,5.6,11,4
L0906,C094,Skillshare,2022-07-11,0,0.0,0.0,1.4,0.35,,0,0,0.648148148,47.95925926,0,0.7,7,0
L0907,C049,Skillshare,2022-07-13,1,76.9,2.1,4.6,0.87,12.0,0,0,0.717391304,51.05434783,0,10.44,7,2
L0908,C049,Coursera,2022-12-16,1,73.4,2.6,6.4,0.71,7.0,0,0,0.717391304,51.05434783,0,4.97,12,4
L0909,C085,FutureLearn,2022-03-10,1,56.6,4.4,13.8,0.78,5.0,0,0,0.689655172,46.95,1,3.9,3,3
L0910,C084,edX,2022-03-02,1,47.2,3.3,7.6,0.88,9.0,0,0,0.636363636,41.80909091,0,7.92,3,2
L0911,C023,FutureLearn,2022-07-21,1,80.9,2.2,20.4,0.93,7.0,0,0,0.679245283,49.76792453,0,6.51,7,3
L0912,C068,Udemy,2022-04-25,0,0.0,0.0,2.3,,2.0,0,0,0.805555556,57.31388889,0,0.2,4,0
L0913,C001,Coursera,2022-06-02,0,0.0,0.0,1.5,0.24,2.0,0,0,0.743589744,52.16153846,0,0.48,6,3
L0914,C060,FutureLearn,2022-08-06,1,70.9,3.8,8.1,0.91,9.0,0,1,0.659574468,48.6,0,8.19,8,5
L0915,C069,Skillshare,2022-04-28,1,100.0,2.4,23.7,0.88,5.0,0,0,0.532258065,37.68064516,0,4.4,4,3
L0916,C032,Skillshare,2022-06-27,1,75.9,4.2,6.8,,8.0,0,1,0.612244898,43.57755102,1,7.76,6,0
L0917,C020,edX,2022-04-07,1,74.6,4.4,0.9,0.96,8.0,0,1,0.760869565,53.55434783,1,7.68,4,3
L0918,C093,Coursera,2022-01-17,0,0.0,0.0,1.5,0.13,1.0,0,0,0.660714286,42.91785714,0,0.13,1,0
L0919,C085,Skillshare,2022-11-11,0,0.0,0.0,1.9,0.22,4.0,0,0,0.689655172,46.95,0,0.88,11,4
L0920,C099,Coursera,2022-05-04,1,79.9,1.6,1.4,0.8,13.0,0,0,0.70212766,48.62765957,0,10.4,5,2
L0921,C027,Coursera,2022-02-21,0,0.0,0.0,0.8,0.43,2.0,0,0,0.692307692,48.725,0,0.86,2,0
L0922,C077,Coursera,2022-08-17,1,52.0,4.5,3.7,0.91,8.0,0,0,0.688888889,47.95333333,1,7.28,8,2
L0923,C077,Coursera,2022-05-06,0,0.0,0.0,2.5,0.11,5.0,0,0,0.688888889,47.95333333,0,0.55,5,4
L0924,C095,Coursera,2022-07-25,1,80.5,2.2,8.5,0.92,9.0,0,0,0.679245283,48.90754717,0,8.28,7,0
L0925,C057,Udemy,2022-10-04,1,100.0,4.6,1.0,0.77,14.0,0,1,0.754385965,54.93859649,1,10.78,10,1
L0926,C028,Coursera,2022-03-13,0,0.0,0.0,1.6,0.12,2.0,0,0,0.634146341,45.11707317,0,0.24,3,6
L0927,C065,edX,2022-04-30,1,78.4,2.7,9.1,,8.0,0,0,0.705882353,47.83529412,0,5.84,4,5
L0928,C094,FutureLearn,2022-06-13,1,67.3,1.9,27.1,0.8,6.0,0,0,0.648148148,47.95925926,0,4.8,6,0
L0929,C074,FutureLearn,2022-12-11,1,90.6,1.0,2.7,0.98,6.0,0,0,0.671875,46.240625,0,5.88,12,6
L0930,C042,Udemy,2022-06-04,1,68.9,5.0,11.4,0.72,8.0,0,1,0.547169811,38.61698113,1,5.76,6,5
L0931,C019,,2022-04-24,1,87.0,1.3,0.0,0.83,14.0,0,0,0.735849057,50.50754717,0,11.62,4,6
L0932,C053,edX,2022-05-21,1,54.9,1.6,1.8,,20.0,0,0,0.694915254,50.12542373,0,15.8,5,5
L0933,C008,FutureLearn,2022-10-30,1,55.4,2.3,1.2,0.96,11.0,0,0,0.645833333,46.42708333,0,10.56,10,6
L0934,C095,Udemy,2022-11-17,1,85.0,2.8,45.4,0.72,9.0,0,0,0.679245283,48.90754717,0,6.48,11,3
L0935,C087,Skillshare,2022-10-12,1,56.5,2.3,13.1,0.96,16.0,0,0,0.693877551,49.60204082,0,15.36,10,2
L0936,C064,Coursera,2022-06-26,1,89.1,2.2,5.1,0.8,10.0,0,0,0.770833333,56.29791667,0,8.0,6,6
L0937,C083,Skillshare,2022-09-26,1,73.0,2.3,1.0,0.86,3.0,0,0,0.775862069,53.65344828,0,2.58,9,0
L0938,C041,Skillshare,2022-07-29,0,0.0,0.0,1.7,0.22,3.0,0,0,0.716981132,51.24150943,0,0.66,7,4
L0939,C020,edX,2022-07-12,1,53.6,1.9,27.0,0.96,12.0,0,0,0.760869565,53.55434783,0,11.52,7,1
L0940,C024,FutureLearn,2022-08-31,1,69.0,4.9,33.7,0.76,13.0,0,1,0.659090909,44.51818182,1,9.88,8,2
L0941,C031,Udemy,2022-06-03,0,0.0,0.0,2.2,0.2,1.0,0,0,0.636363636,44.01636364,0,0.2,6,4
L0942,C091,Udemy,2022-08-26,1,64.0,3.5,1.7,0.99,15.0,0,1,0.625,43.06458333,0,14.85,8,4
L0943,C008,FutureLearn,2022-07-31,0,0.0,0.0,0.7,0.45,1.0,0,0,0.645833333,46.42708333,0,0.45,7,6
L0944,C054,FutureLearn,2022-09-29,1,54.5,3.4,0.7,0.77,13.0,0,0,0.541666667,38.03958333,0,10.01,9,3
L0945,C018,Skillshare,2022-05-05,1,48.8,4.6,10.0,0.72,8.0,0,0,0.793103448,54.27413793,1,5.76,5,3
